Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,Attrition
0.3095238095238095,0.4065855404438081,0.8928571428571428,0.0,1,0.0072568940493468,0.0,0.0142857142857142,0.6666666666666667,0.0,0.6666666666666667,0.1001579778830963,0.5250351335073279,0.1111111111111111,0.4285714285714285,3,1.0,80,0.3333333333333333,0.125,0.1666666666666666,0.3333333333333333,0.125,0.1111111111111111,0.2666666666666666,0.1764705882352941,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.380952380952381,0.8904795991410164,0.6428571428571428,0.25,1,0.0082244799225931,0.3333333333333333,0.8999999999999999,0.6666666666666667,0.0,1.0,0.0869931542917324,0.2675767918088737,0.0,0.0,3,0.6666666666666667,80,0.3333333333333333,0.075,0.3333333333333333,0.6666666666666667,0.05,0.1111111111111111,0.0666666666666666,0.1176470588235294,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0.238095238095238,0.0007158196134574,0.8214285714285714,0.5,1,0.0087082728592162,0.6666666666666667,0.2857142857142857,0.3333333333333333,0.0,0.6666666666666667,0.0536598209583991,0.4357759486046978,0.5555555555555556,0.2142857142857143,3,0.3333333333333333,80,0.0,0.15,0.6666666666666666,0.6666666666666667,0.1,0.1111111111111111,0.0,0.1764705882352941,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0.2619047619047619,0.921259842519685,0.7142857142857143,0.75,1,0.0091920657958393,0.3333333333333333,0.3,1.0,0.5,0.0,0.4724065297525013,0.3252760489861473,0.1111111111111111,0.0,3,0.6666666666666667,80,0.3333333333333333,0.25,0.1666666666666666,0.6666666666666667,0.25,0.5,0.5333333333333333,0.4705882352941176,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.3333333333333333,0.1660701503221188,0.1428571428571428,0.25,1,0.0096758587324625,0.0,0.7142857142857142,1.0,0.0,0.3333333333333333,0.1205371248025276,0.5203372816703473,0.0,0.0714285714285714,3,1.0,80,0.6666666666666666,0.175,0.8333333333333333,0.3333333333333333,0.15,0.1111111111111111,0.0,0.2941176470588235,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.0952380952380951,0.7308518253400142,0.5357142857142857,0.25,1,0.0101596516690856,1.0,0.9428571428571428,1.0,0.0,1.0,0.1014218009478673,0.2099979923710098,0.1111111111111111,0.1428571428571428,3,0.3333333333333333,80,0.6666666666666666,0.025,0.3333333333333333,0.3333333333333333,0.025,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.8333333333333333,0.7995705082319255,0.0357142857142857,0.75,1,0.0106434446057087,0.0,0.6857142857142857,0.3333333333333333,0.75,1.0,0.7592417061611374,0.8001204577394098,0.2222222222222222,0.3571428571428571,3,0.6666666666666667,80,0.0,0.775,0.5,0.6666666666666667,0.625,0.4444444444444444,0.2,0.4117647058823529,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0.4761904761904761,0.1925554760200429,0.0357142857142857,0.5,1,0.0111272375423318,1.0,0.2142857142857142,0.6666666666666667,0.0,1.0,0.1545550289626119,0.0888175065247942,0.5555555555555556,0.0,3,0.6666666666666667,80,0.0,0.15,0.5,0.6666666666666667,0.075,0.1111111111111111,0.0666666666666666,0.1176470588235294,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0.1428571428571428,0.4087329992841804,0.3571428571428571,0.25,1,0.0120948234155781,0.0,0.9428571428571428,1.0,0.25,0.6666666666666667,0.1580832016850974,0.246456534832363,0.0,0.4999999999999999,3,1.0,80,0.3333333333333333,0.125,0.8333333333333333,0.3333333333333333,0.1,0.1111111111111111,0.0666666666666666,0.1764705882352941,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.4285714285714285,0.7988546886184681,0.2857142857142857,0.75,1,0.0125786163522012,0.6666666666666667,0.7428571428571429,0.3333333333333333,0.0,0.0,0.1262769878883623,0.1964264203975105,0.7777777777777777,0.8571428571428571,4,0.3333333333333333,80,0.0,0.25,0.6666666666666666,0.6666666666666667,0.125,0.1666666666666666,0.0,0.1764705882352941,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
0.380952380952381,0.2269148174659985,0.2142857142857143,0.75,1,0.0130624092888243,0.0,0.3285714285714285,0.6666666666666667,0.5,0.3333333333333333,0.5784623486045287,0.770889379642642,0.0,0.0,3,0.6666666666666667,80,0.0,0.325,0.6666666666666666,0.6666666666666667,0.3,0.3333333333333333,0.1333333333333333,0.6470588235294118,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0.0714285714285714,0.2068718682891911,0.5,0.25,1,0.0140299951620706,0.6666666666666667,0.9428571428571428,0.6666666666666667,0.0,1.0,0.0117430226434965,0.6901023890784983,0.1111111111111111,0.2142857142857143,3,1.0,80,0.0,0.0,1.0,0.6666666666666667,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0.380952380952381,0.4273443092340729,0.1785714285714285,0.0,1,0.0145137880986937,0.3333333333333333,0.7571428571428571,0.6666666666666667,0.0,0.0,0.1027382833070036,0.6026099176872114,0.2222222222222222,0.0,3,0.6666666666666667,80,0.0,0.2,0.3333333333333333,0.6666666666666667,0.1,0.1111111111111111,0.0666666666666666,0.1764705882352941,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
0.8333333333333333,0.8446671438797423,0.1428571428571428,0.5,1,0.0149975810353168,0.6666666666666667,0.3999999999999999,0.6666666666666667,1.0,0.6666666666666667,0.9523433385992628,0.3469584420799037,0.4444444444444444,0.0,3,1.0,80,0.3333333333333333,0.65,0.5,0.3333333333333333,0.35,0.7222222222222222,0.2666666666666666,0.4705882352941176,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0.3333333333333333,0.732283464566929,0.5357142857142857,0.0,1,0.01548137397194,0.3333333333333333,0.5999999999999999,0.0,0.0,0.0,0.1532385466034755,0.1038747239510138,0.1111111111111111,0.7857142857142857,4,0.3333333333333333,80,0.0,0.25,0.8333333333333333,0.6666666666666667,0.25,0.1111111111111111,0.4,0.4117647058823529,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
0.5714285714285714,0.4216177523264137,0.25,0.75,1,0.0164489598451862,0.6666666666666667,0.2571428571428572,0.6666666666666667,0.25,0.3333333333333333,0.3062664560294892,0.7660710700662517,0.0,0.0,3,1.0,80,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666667,0.225,0.3888888888888888,0.2666666666666666,0.1176470588235294,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.6190476190476188,0.2684323550465283,0.2142857142857143,0.75,1,0.0169327527818093,0.0,0.1714285714285714,0.3333333333333333,0.5,1.0,0.4865192206424433,0.0,0.3333333333333333,0.2142857142857143,3,1.0,80,0.3333333333333333,0.6000000000000001,0.6666666666666666,0.6666666666666667,0.55,0.3333333333333333,0.3333333333333333,1.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.6666666666666665,0.4316392269148174,0.0357142857142857,0.75,1,0.0179003386550556,0.3333333333333333,0.7571428571428571,0.6666666666666667,1.0,0.0,0.9446024223275408,0.8322826741618149,0.3333333333333333,0.0714285714285714,3,1.0,80,0.0,0.55,0.3333333333333333,0.3333333333333333,0.05,0.1111111111111111,0.1333333333333333,0.0588235294117647,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0.3571428571428571,0.5884037222619899,0.0357142857142857,0.5,1,0.0183841315916787,0.6666666666666667,0.6857142857142857,0.6666666666666667,0.0,1.0,0.0783043707214323,0.1837382051796827,0.4444444444444444,0.0,3,1.0,80,0.0,0.175,0.5,0.6666666666666667,0.025,0.0555555555555555,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0.6190476190476188,0.9713672154617036,0.3214285714285714,0.75,1,0.0188679245283018,1.0,0.1571428571428572,0.6666666666666667,0.25,1.0,0.2873091100579252,0.683677976309978,0.2222222222222222,0.1428571428571428,3,1.0,80,0.0,0.225,0.8333333333333333,1.0,0.1,0.1111111111111111,0.0666666666666666,0.1764705882352941,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.2857142857142856,0.0164638511095204,0.2857142857142857,0.25,1,0.019351717464925,1.0,0.7571428571428571,0.3333333333333333,0.0,0.6666666666666667,0.0630331753554502,0.5630596265810078,0.1111111111111111,0.1428571428571428,3,0.0,80,0.0,0.25,0.8333333333333333,0.6666666666666667,0.25,0.0,0.0666666666666666,0.4705882352941176,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0.4999999999999999,0.5676449534717251,0.1428571428571428,0.5,1,0.0198355104015481,1.0,0.3714285714285714,0.6666666666666667,0.25,1.0,0.0567140600315955,0.0498293515358361,0.3333333333333333,0.2142857142857143,3,0.6666666666666667,80,0.3333333333333333,0.475,1.0,1.0,0.025,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
0.1428571428571428,0.5089477451682176,0.0,0.5,1,0.0212868892114175,0.3333333333333333,0.4428571428571429,0.6666666666666667,0.0,1.0,0.0676145339652448,0.0371812888978116,0.2222222222222222,0.3571428571428571,3,0.0,80,0.3333333333333333,0.15,0.3333333333333333,0.3333333333333333,0.05,0.0,0.1333333333333333,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
0.5952380952380951,0.8382247673586256,0.0357142857142857,0.25,1,0.0217706821480406,1.0,0.5999999999999999,1.0,0.0,0.6666666666666667,0.0861506055818852,0.796185504918691,0.1111111111111111,0.0714285714285714,3,1.0,80,0.6666666666666666,0.15,0.5,0.3333333333333333,0.125,0.1666666666666666,0.0666666666666666,0.2352941176470588,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.7619047619047619,0.5490336435218325,0.0714285714285714,0.25,1,0.0222544750846637,0.0,0.7999999999999998,0.3333333333333333,0.0,0.6666666666666667,0.0881516587677725,0.068901826942381,0.1111111111111111,0.2142857142857143,3,0.6666666666666667,80,0.0,0.075,0.3333333333333333,0.6666666666666667,0.075,0.1111111111111111,0.0,0.1176470588235294,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
0.4047619047619047,0.564065855404438,0.0357142857142857,0.5,1,0.02322206095791,1.0,0.9571428571428572,0.6666666666666667,0.0,1.0,0.0529225908372827,0.3048785384460951,0.1111111111111111,0.1428571428571428,3,0.0,80,0.0,0.05,0.5,0.6666666666666667,0.05,0.1111111111111111,0.1333333333333333,0.1176470588235294,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.4285714285714285,0.5368647100930565,0.1428571428571428,0.75,1,0.0241896468311562,0.3333333333333333,0.7428571428571429,0.3333333333333333,0.0,0.0,0.1269088994207477,0.4407950210801044,1.0,0.2142857142857143,3,1.0,80,0.3333333333333333,0.15,0.5,1.0,0.025,0.0555555555555555,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.3571428571428571,0.7437365783822476,0.0,0.5,1,0.0246734397677793,0.6666666666666667,0.1714285714285714,1.0,0.25,0.0,0.2299631384939442,0.0441276852037743,0.2222222222222222,0.5714285714285713,3,0.0,80,0.6666666666666666,0.25,0.5,0.6666666666666667,0.125,0.1666666666666666,0.0666666666666666,0.1764705882352941,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.4047619047619047,0.259126700071582,0.1071428571428571,0.25,1,0.0251572327044025,0.6666666666666667,0.6428571428571428,0.6666666666666667,0.0,1.0,0.049605055292259,0.3539851435454728,0.1111111111111111,0.0714285714285714,3,0.6666666666666667,80,0.3333333333333333,0.025,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0.2142857142857142,0.814602720114531,0.0357142857142857,0.75,1,0.0256410256410256,1.0,0.0428571428571428,0.6666666666666667,0.0,0.0,0.0701421800947867,0.7075286087131099,0.1111111111111111,0.1428571428571428,3,1.0,80,0.3333333333333333,0.025,1.0,0.6666666666666667,0.025,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0.1904761904761905,0.8983536148890479,0.8571428571428571,0.5,1,0.0261248185776487,0.0,0.2571428571428572,0.0,0.0,0.6666666666666667,0.0676145339652448,0.3398514354547279,0.1111111111111111,0.0714285714285714,3,0.6666666666666667,80,0.0,0.025,0.3333333333333333,0.3333333333333333,0.025,0.0,0.0,0.0588235294117647,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
0.2142857142857142,0.6385110952040085,0.25,0.5,1,0.0266086115142718,1.0,0.1,0.6666666666666667,0.5,0.6666666666666667,0.4063717746182201,0.0353744228066653,0.1111111111111111,0.2857142857142857,3,1.0,80,0.0,0.225,0.0,0.6666666666666667,0.225,0.4444444444444444,0.0666666666666666,0.4117647058823529,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0.2857142857142856,0.4430923407301359,0.0,0.25,1,0.027092404450895,0.6666666666666667,0.3999999999999999,0.6666666666666667,0.25,1.0,0.1580832016850974,0.3488054607508533,0.1111111111111111,0.8571428571428571,4,1.0,80,0.0,0.3,0.3333333333333333,0.6666666666666667,0.3,0.4444444444444444,0.2,0.4117647058823529,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0.5476190476190477,0.9005010737294201,0.3928571428571428,0.5,1,0.0275761973875181,0.3333333333333333,0.2714285714285714,0.6666666666666667,1.0,0.6666666666666667,0.9760926803580832,0.569604497088938,0.1111111111111111,0.0714285714285714,3,1.0,80,0.0,0.5750000000000001,0.0,0.6666666666666667,0.55,0.8333333333333333,1.0,0.4705882352941176,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0.380952380952381,0.6893342877594846,0.7857142857142857,0.75,1,0.0285437832607643,0.3333333333333333,0.5999999999999999,0.6666666666666667,0.25,0.6666666666666667,0.1874144286466561,0.3188114836378237,0.0,0.6428571428571427,4,0.6666666666666667,80,0.0,0.25,0.3333333333333333,0.6666666666666667,0.225,0.2777777777777778,0.5333333333333333,0.4117647058823529,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0.4523809523809524,0.219040801717967,0.6428571428571428,0.25,1,0.0290275761973875,0.3333333333333333,0.6142857142857143,0.6666666666666667,0.0,0.3333333333333333,0.1060031595576619,0.3265609315398514,0.4444444444444444,0.7142857142857143,4,0.0,80,0.0,0.2,0.1666666666666666,0.6666666666666667,0.025,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.6666666666666665,0.7938439513242662,0.1428571428571428,0.75,1,0.0295113691340106,0.0,0.9714285714285712,0.6666666666666667,0.25,1.0,0.2508162190626645,0.736839991969484,0.4444444444444444,0.7142857142857143,4,0.6666666666666667,80,0.0,0.35,0.6666666666666666,0.6666666666666667,0.225,0.3333333333333333,0.0,0.4705882352941176,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0.4047619047619047,0.8067287043664996,0.25,0.0,1,0.0299951620706337,1.0,0.0857142857142856,1.0,0.0,1.0,0.0663507109004739,0.1123469182895001,0.1111111111111111,0.5714285714285713,3,1.0,80,0.0,0.025,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0588235294117647,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.7142857142857142,0.3750894774516822,0.0,0.25,1,0.0304789550072568,0.0,0.9714285714285712,0.3333333333333333,0.5,0.6666666666666667,0.2302264349657714,0.6906243726159406,1.0,0.1428571428571428,3,1.0,80,0.0,0.5750000000000001,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0.238095238095238,0.9534717251252685,0.1428571428571428,0.75,1,0.03096274794388,0.6666666666666667,0.2857142857142857,0.6666666666666667,0.0,0.6666666666666667,0.1280674038967878,0.3647861875125476,0.1111111111111111,0.1428571428571428,3,0.6666666666666667,80,0.0,0.05,0.5,0.3333333333333333,0.05,0.1111111111111111,0.1333333333333333,0.1176470588235294,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0.6190476190476188,0.9921259842519684,0.0,1.0,1,0.0324141267537494,0.3333333333333333,0.6428571428571428,0.6666666666666667,0.25,0.0,0.2340705634544497,0.0768921903232282,0.5555555555555556,0.7142857142857143,4,0.6666666666666667,80,0.3333333333333333,0.225,0.3333333333333333,0.3333333333333333,0.1,0.1666666666666666,0.0666666666666666,0.1764705882352941,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.4047619047619047,0.7122405153901217,0.3571428571428571,0.25,1,0.0333817126269956,0.6666666666666667,0.7,0.3333333333333333,0.5,0.0,0.4673512374934175,0.2492672154185906,0.2222222222222222,0.1428571428571428,3,0.6666666666666667,80,0.3333333333333333,0.25,0.5,0.6666666666666667,0.1,0.0,0.1333333333333333,0.1764705882352941,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1904761904761905,0.9599141016463852,0.7857142857142857,0.5,1,0.0343492985002419,0.6666666666666667,0.2428571428571428,0.3333333333333333,0.25,1.0,0.1657714586624539,0.7766311985545071,0.7777777777777777,0.5714285714285713,3,0.6666666666666667,80,0.3333333333333333,0.125,0.3333333333333333,0.3333333333333333,0.05,0.1111111111111111,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.3571428571428571,0.2956335003579098,0.0,0.25,1,0.034833091436865,0.0,0.9714285714285712,0.6666666666666667,0.5,1.0,0.6555555555555556,0.5240714715920498,0.1111111111111111,0.0714285714285714,3,0.6666666666666667,80,0.0,0.375,0.1666666666666666,0.6666666666666667,0.375,0.7777777777777777,0.5333333333333333,0.7058823529411764,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
